Classe,Número,Link,Url,Relator Atual,Classificação STF,Meio Processo,Data Autuação,Legislação,Data Andamento Atual,Andamento Atual,Observação Andamento Atual,Data Localização Atual,Localização Atual,Sem nenhuma decisão,Indicador de Tutela Antecipada,Indicador de Tutela Provisória,Sem decisão final,Recurso interno pendente,Em mesa/pauta,Acórdão pendente de publicação,Procedência,Órgão Origem,Ramo Direito Novo,Classificação,Origem:,Relator:,Redator do acórdão:,Relator do último incidente:,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES)
ADI,6364,ADI-6364,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5886995,MIN. MARCO AURÉLIO,Originária,Eletrônico,2/4/2020,1 - Lei Estadual nº 11087 de 2020 - Toda a Lei 11.087 de 5 de março de 2020 do Estado de Mato Grosso,17/8/2020,Intimado eletronicamente,PROCURADOR-GERAL DA REPÚBLICA,12/8/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Sim,Sim,Não,Não,MATO GROSSO,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,673,ADPF-673,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5886493,MIN. DIAS TOFFOLI,Originária,Eletrônico,2/4/2020,"1 - Outros - Impugna parte dos Editais nº 25, de 30/03/2020 (DOU de 31/03/2020, Seção 3, p. 33/47), e nº 27, de 30/03/2020 (DOU de 31/03/2020, Seção 2, p. 47/51), lançados pelo Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira – INEP, ora Arguido, abrindo o Exame Nacional do Ensino Médio de 2020 – Enem 2020, nas modalidades impresso e digital, respectivamente2 - Outros - - suspender os prazos de (a.1) justificativa de ausência no Enem 2019, (a.2) de solicitação de isenção da taxa de inscrição no Enem 2020, (a.3) de recurso de eventual indeferimento, (a.4), bem como de inscrição (itens 1.2, 1.3, 1.4, 1.5, 1.7 e 5 do 25, de 30/03/2020, e do Edital nº 27, de 30/03/2020);
- no mérito, a confirmação da liminar, julgando-se procedente o pedido para, nos termos do artigo 10 da Lei Federal nº 9.882/1999, condicionar ao levantamento das medidas de interdição das escolas de ensino médio, por força da pandemia de coronavírus, a abertura  dos prazos de justificativa de ausência no Enem 2019, de solicitação de isenção da taxa de inscrição no Enem 2020, de recurso de eventual indeferimento, bem como de inscrição (itens 1.2, 1.3, 1.4, 1.5, 1.7 e 5 do 25, de 30/03/2020, e do Edital nº 27, de 30/03/2020).",4/12/2020,Vista ao AGU,,4/12/2020,ADVOGADO-GERAL DA UNIÃO,Não,Não,Não,Não,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6365,ADI-6365,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5887606,MIN. ROSA WEBER,Originária,Eletrônico,3/4/2020,"1 - Lei Estadual nº 3617 de 2019 - Lei nº 3.617 de 18 de dezembro de 2019 do Estado do Tocantins arts. 6º, VI, 7º, caput e §§ 1º ao 4º, e 8º, caput e parágrafo único",2/10/2020,Conclusos ao(à) Relator(a),,2/10/2020,GABINETE MINISTRA ROSA WEBER,Não,Não,Sim,Sim,Não,Não,Não,TOCANTINS,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6366,ADI-6366,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5887641,MIN. ROBERTO BARROSO,Originária,Eletrônico,3/4/2020,"1 - Lei Complementar nº 11 de 1993 - Lei Complementar n° 11 de 1993, do Estado do Amazonas art. 236, V, §§3º e 4º e da expressão “saúde mental” constante art. 238, caput, e trecho de seu parágrafo único, com redação dada pela Lei Complementar n° 186 de 28 de dezembro de 2017 do Estado do Amazonas",20/11/2020,Conclusos ao(à) Relator(a),,20/11/2020,GABINETE MINISTRO ROBERTO BARROSO,Não,Não,Não,Sim,Não,Não,Não,AMAZONAS,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6367,ADI-6367,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5887680,MIN. ROBERTO BARROSO,Originária,Eletrônico,3/4/2020,"1 - Constituição Federal de 1988 - Constituição Federal de 1988 arts. 4º, 11, 19, §1º, I, 20, IV, 23, 26, §5º, 35, I, “a”, 40, §22, 149, §1º com a redação dada pela Emenda Constitucional nº 103 de 20192 - Portaria nº 2963 de 2020 - Portaria nº 2.963 art. 1º, editada pelo Secretário Especial de Previdência e Trabalho do Ministério da Economia em 03 de fevereiro de 2020",27/10/2020,Petição,"Juntada de documentos - Petição: 90315 Data: 27/10/2020, às 12:43:21",24/8/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Sim,Não,DISTRITO FEDERAL,MINISTÉRIO PÚBLICO FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6369,ADI-6369,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5887851,MIN. EDSON FACHIN,Originária,Eletrônico,3/4/2020,"1 - Lei Estadual nº 8077 de 2004, Art. 9º, § único - Lei nº 8.077 de 07 de janeiro de 2004 do Estado do Maranhão art. 9º, parágrafo único em sua redação dada pela Lei nº 8.824 de 24 de junho de 2008 art. 1º",4/12/2020,Conclusos ao(à) Relator(a),,4/12/2020,GABINETE MINISTRO EDSON FACHIN,Não,Não,Não,Sim,Não,Não,Não,MARANHÃO,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6370,ADI-6370,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5888248,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,6/4/2020,1 - Medida Provisória nº 936 de 2020 - Toda a Medida Provisória nº 936 de 01º de abril de 2020,19/11/2020,Conclusos ao(à) Relator(a),,19/11/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6371,ADI-6371,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5888266,MIN. GILMAR MENDES,Originária,Eletrônico,6/4/2020,"1 - Lei Federal nº 8036 de 1990 - Lei nº 8.036 de 1990 art. 20, caput, XVI",6/8/2020,"Publicação, DJE"," DJE nº 196, divulgado em 05/08/2020",4/8/2020,GABINETE MINISTRO GILMAR MENDES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6372,ADI-6372,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5888386,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,6/4/2020,"1 - Lei Complementar nº 13 de 1991 - Lei Complementar Estadual nº 13 de 25 de outubro de 1991 do Estado do Maranhão art. 107–A, com redação dada pela Lei Complementar nº 134 de 28 de abril de 20112 - Lei Estadual nº 8077 de 2004, Art. 11 - Lei nº 8.077 de 07 de janeiro de 2004 do Estado do Maranhão art. 11, em sua redação dada pela Lei nº 8.558 de 28 de dezembro de 2006 art. 3º",28/5/2020,Juntada de AR,Ofício Eletrônico 3923/2020 - GOVERNADOR DO ESTADO DO MARANHÃO,20/5/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6373,ADI-6373,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5888736,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,6/4/2020,"1 - Medida Provisória nº 932 de 2020 - Medida Provisória nº 932 de 31 de março de 2020 art. 1º, II, III, parágrafo único, V e VI",22/7/2020,Petição,"Renúncia ao mandato - Petição: 57043 Data: 22/07/2020, às 17:36:45",15/5/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADO,58,ADO-58,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5888413,MIN. DIAS TOFFOLI,Originária,Eletrônico,6/4/2020,"1 - Ato das Disposições Constitucionais Transitórias - Ato das Disposições Constitucionais Transitórias, Art. 101, § 4º.",9/12/2020,Expedido(a),MANDADO DE INTIMAÇÃO DESPACHO/DECISÃO - PGR - SEJ,9/12/2020,GABINETE MINISTRO DIAS TOFFOLI,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6376,ADI-6376,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5890776,MIN. DIAS TOFFOLI,Originária,Eletrônico,13/4/2020,"1 - Lei Estadual nº 8769 de 2020 - Lei nº 8.769 de 2020 do Estado do Rio de Janeiro, expressão “energia elétrica” constante da parte final do art. 1º, §1º; art. 2º, caput, §§1º, 2º, 3º e 4º; e dos arts. 5º e 6º.",30/11/2020,Conclusos ao(à) Relator(a),,30/11/2020,GABINETE MINISTRO DIAS TOFFOLI,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6378,ADI-6378,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5890828,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,13/4/2020,1 - Medida Provisória nº 932 de 2020 - Toda a Medida Provisória nº 932 de 2020,12/5/2020,Vista à PGR,,12/5/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6379,ADI-6379,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5890830,MIN. GILMAR MENDES,Originária,Eletrônico,13/4/2020,"1 - Medida Provisória nº 946 de 2020, Art. 6º - Medida Provisória nº 946 de 07 de abril de 2020 art. 6º, caput, para suspender as expressões “a partir de 15 de junho de 2020 e até 31 de dezembro de 2020” e “até o limite de R$ 1.045,00 (mil e quarenta e cinco reais) por trabalhador”",29/6/2020,Conclusos ao(à) Relator(a),,29/6/2020,GABINETE MINISTRO GILMAR MENDES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADPF,674,ADPF-674,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5891152,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,13/4/2020,"1 - Medida Provisória nº 936 de 2020, Art. 8º - Artigos 8º e 9º da Medida Provisória 936 de 01 de abril de 2020, que estabelece direitos e benefícios sobre a suspensão de “contratos de trabalho” em razão da pandemia do COVID-192 - Medida Provisória nº 936 de 2020, Art. 9º - Artigos 8º e 9º da Medida Provisória 936 de 01 de abril de 2020, que estabelece direitos e benefícios sobre a suspensão de “contratos de trabalho” em razão da pandemia do COVID-19",13/8/2020,Certidão,Retificação da autuação,3/6/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6381,ADI-6381,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5891718,MIN. ALEXANDRE DE MORAES,Originária,Eletrônico,14/4/2020,"1 - Lei Complementar nº 101 de 2000, Art. 22, § único, Inciso IV - Lei Complementar nº 101 de 2000 art. 22, parágrafo único, incisos IV e V2 - Lei Complementar nº 101 de 2000, Art. 22, § único, Inciso V - Lei Complementar nº 101 de 2000 art. 22, parágrafo único, incisos IV e V",4/12/2020,Intimado eletronicamente,PROCURADOR-GERAL DA REPÚBLICA,23/11/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Não,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6382,ADI-6382,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5891754,MIN. GILMAR MENDES,Originária,Eletrônico,14/4/2020,"1 - Lei Estadual nº 8246 de 2005 - Lei nº 8.246 de 25 de maio de 2005 do Estado do Maranhão arts. 3º, VI e parágrafo único; 3º-A, caput, §§ 2º e 3º; e 3º-B, III acrescidos pelo artigo 29, da Lei estadual nº 11.184 de 11 de dezembro de 2019, com redação dada pelos arts. 3º e 6º da Lei estadual nº 11.222, de 16 de março de 2020, editadas pelo Governador e pela Assembleia Legislativa do Estado do Maranhão",2/7/2020,Conclusos ao(à) Relator(a),,9/6/2020,GABINETE MINISTRO GILMAR MENDES,Sim,Não,Não,Sim,Não,Não,Não,MARANHÃO,SUPREMO TRIBUNAL FEDERAL,DIREITO TRIBUTÁRIO,Em tramitação,,,,,,,,
ADI,6383,ADI-6383,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5891818,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,14/4/2020,"1 - Medida Provisória nº 936 de 2020 - Medida Provisória nº 936 de 2020 art. 11, § 4º; art. 12º, caput da expressão “individual escrito entre empregado e empregador”; art. 7º, II; da expressão “individual” art. 7º, parágrafo único, II; da expressão “individual escrito entre empregador e empregado’ art. 8º, §1º; da expressão “individual” art. 8º, §3º, II;",30/11/2020,Conclusos ao(à) Relator(a),,30/11/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6384,ADI-6384,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5892097,MIN. ROBERTO BARROSO,Originária,Eletrônico,14/4/2020,"1 - Emenda Constitucional nº 103 de 2019, Art. 26, § 3º, Inciso II - Emenda Constitucional nº 103 de 12 de novembro de 2019 art. 26, §3º, II",29/10/2020,Conclusos ao(à) Relator(a),,29/10/2020,GABINETE MINISTRO ROBERTO BARROSO,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6385,ADI-6385,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5892098,MIN. ROBERTO BARROSO,Originária,Eletrônico,14/4/2020,"1 - Emenda Constitucional nº 103 de 2019, Art. 23, § 1º - Emenda Constitucional nº 103 de 12 de novembro de 2019 art. 23, caput, e §1º",9/11/2020,Conclusos ao(à) Relator(a),,9/11/2020,GABINETE MINISTRO ROBERTO BARROSO,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6386,ADI-6386,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5893453,MIN. ROSA WEBER,Originária,Eletrônico,16/4/2020,1 - Lei Estadual nº 8531 de 2019 - Toda a Lei Estadual nº 8.531 de 22 de maio de 2019 do Estado de Sergipe,14/8/2020,Vista à PGR,,14/8/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6387,ADI-6387,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5895165,MIN. ROSA WEBER,Originária,Eletrônico,20/4/2020,1 - Medida Provisória nº 954 de 2020 - Toda a Medida Provisória nº 954 de 17 de abril de 2020,30/11/2020,Intimado eletronicamente,PROCURADOR-GERAL DA REPÚBLICA,19/11/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Não,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6388,ADI-6388,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5895166,MIN. ROSA WEBER,Originária,Eletrônico,20/4/2020,"1 - Medida Provisória nº 954 de 2020, Art. 2º - MEDIDA PROVISÓRIA Nº 954 DE 17 DE ABRIL DE 2020 ART. 2º, CAPUT",30/11/2020,Intimado eletronicamente,PROCURADOR-GERAL DA REPÚBLICA,30/11/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Não,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6389,ADI-6389,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5895168,MIN. ROSA WEBER,Originária,Eletrônico,20/4/2020,"1 - Medida Provisória nº 954 de 2020 - Medida Provisória nº 954 de 17 de abril de 2020 arts. 2º, caput e §1º a § 3º, e 3º",30/11/2020,Expedido(a),COMUNICA DESPACHO/DECISÃO - RELATORA,30/11/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Não,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6390,ADI-6390,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5895176,MIN. ROSA WEBER,Originária,Eletrônico,20/4/2020,1 - Medida Provisória nº 954 de 2020 - Toda a Medida Provisória nº 954 de 17 de abril de 2020,3/12/2020,Intimado eletronicamente,PROCURADOR-GERAL DA REPÚBLICA,18/11/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Não,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6391,ADI-6391,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5896219,MIN. GILMAR MENDES,Originária,Eletrônico,22/4/2020,"1 - Emenda Constitucional nº 41 de 2003, Art. 1º - Emenda Constitucional nº 41 de 2003 da parte final do art. 1º, que deu nova redação ao art. 37, XI, da Constituição brasileira2 - Constituição Federal de 1988 - Constituição Federal de 1988, art. 37, inciso XI, §12",17/11/2020,Conclusos ao(à) Relator(a),com a petição 45068/2020 sem despacho.,17/11/2020,GABINETE MINISTRO GILMAR MENDES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6392,ADI-6392,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5896322,MIN. GILMAR MENDES,Originária,Eletrônico,22/4/2020,"1 - Constituição Federal de 1988 - Constituição Federal de 1988, art. 37,  inciso XI, §12.2 - Emenda Constitucional nº 41 de 2003 - Emenda Constitucional nº 41 de 2003, art. 1º.",30/11/2020,"Publicação, DJE"," DJE nº 282, divulgado em 27/11/2020",27/11/2020,GABINETE MINISTRO GILMAR MENDES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6393,ADI-6393,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5896399,MIN. ROSA WEBER,Originária,Eletrônico,22/4/2020,1 - Medida Provisória nº 954 de 2020 - Medida Provisória nº 954 de 17 de abril de 2020,30/11/2020,Expedido(a),COMUNICA DESPACHO/DECISÃO - RELATORA,30/11/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Não,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,677,ADPF-677,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5895838,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,22/4/2020,"1 - Lei Complementar nº 35 de 1979, Art. 57, § 1º - Artigo 57 e dos parágrafos 1º e 2º da Lei Orgânica da Magistratura (LC n. 35/1979), porque ou não foram recepcionados integralmente pela Constituição Federal de 1988, ou tornaram-se inconstitucionais, devendo, por isso, serem interpretados conforme os princípios constitucionais da individualização da pena, da vedação às penas de caráter perpétuo, e do devido processo legal,2 - Lei Complementar nº 35 de 1979, Art. 57, § 2º - Artigo 57 e dos parágrafos 1º e 2º da Lei Orgânica da Magistratura (LC n. 35/1979), porque ou não foram recepcionados integralmente pela Constituição Federal de 1988, ou tornaram-se inconstitucionais, devendo, por isso, serem interpretados conforme os princípios constitucionais da individualização da pena, da vedação às penas de caráter perpétuo, e do devido processo legal,",23/11/2020,Conclusos ao(à) Relator(a),,23/11/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6394,ADI-6394,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5896703,MIN. ALEXANDRE DE MORAES,Originária,Eletrônico,23/4/2020,"1 - Lei Complementar nº 101 de 2000, Art. 19 - Lei Complementar nº 101 de 4 de maio 2000 (Lei de Responsabilidade Fiscal) arts. 19 a 232 - Lei Complementar nº 101 de 2000, Art. 20 - Lei Complementar nº 101 de 4 de maio 2000 (Lei de Responsabilidade Fiscal) arts. 19 a 233 - Lei Complementar nº 101 de 2000, Art. 21 - Lei Complementar nº 101 de 4 de maio 2000 (Lei de Responsabilidade Fiscal) arts. 19 a 234 - Lei Complementar nº 101 de 2000, Art. 22 - Lei Complementar nº 101 de 4 de maio 2000 (Lei de Responsabilidade Fiscal) arts. 19 a 235 - Lei Complementar nº 101 de 2000, Art. 23 - Lei Complementar nº 101 de 4 de maio 2000 (Lei de Responsabilidade Fiscal) arts. 19 a 23",9/12/2020,Petição,"PROCURADOR-GERAL DA REPÚBLICA - Petição: 104981 - Data: 09/12/2020, às 10:57:10, via Web Service MNI 2.2.2.",3/12/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Não,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6396,ADI-6396,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5897558,MIN. NUNES MARQUES,Originária,Eletrônico,24/4/2020,1 - Resolução nº 380 de 2020 - Toda a Resolução nº 380 de 4 de março de 2020 do Conselho Nacional de Seguros Privados (CNSP),5/11/2020,"Substituição do Relator, art. 38 do RISTF",MIN. NUNES MARQUES,31/8/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO CIVIL,Em tramitação,,,,,,,,
ADI,6397,ADI-6397,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5897619,MIN. ROBERTO BARROSO,Originária,Eletrônico,24/4/2020,"1 - Lei Estadual nº 7751 de 2015 - Lei Estadual nº 7.751 de 9 de novembro de 2015 do Estado de Alagoas art. 7°, V, §§4°, 8° e 9°; do art. 13, VII, na parte em trata do cargo de Diretoria Jurídica e do Conselho Diretor do Alagoas Previdência, autarquia estadual previdenciária; bem como na parte que trata das atribuições do cargo de “Analista Previdenciário – Área Jurídica”",28/10/2020,Conclusos ao(à) Relator(a),,26/10/2020,GABINETE MINISTRO ROBERTO BARROSO,Não,Não,Sim,Sim,Não,Não,Não,ALAGOAS,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6398,ADI-6398,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5898509,MIN. NUNES MARQUES,Originária,Eletrônico,27/4/2020,"1 - Decreto nº 10316 de 2020, Art. 7º, § 4º - Decreto nº 10.316 de 07 de abril de 2020 art. 7º, §§ 4º, 5º e 6º2 - Decreto nº 10316 de 2020, Art. 7º, § 5º - Decreto nº 10.316 de 07 de abril de 2020 art. 7º, §§ 4º, 5º e 6º3 - Decreto nº 10316 de 2020, Art. 7º, § 6º - Decreto nº 10.316 de 07 de abril de 2020 art. 7º, §§ 4º, 5º e 6º",11/11/2020,Conclusos ao(à) Relator(a),,11/11/2020,GABINETE MINISTRO NUNES MARQUES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
